statement,status
Often My relationships are either perfect or completely broken and it is exhausting.,Personality Disorder
Today I used to smile a lot but lately I just feel numb more than I would like to admit.,Depression
Recently I am happy with where things are going in my life and it is hard.,Normal
Most days I feel like relationships are very all or nothing for me and I do not know what to do.,Personality Disorder
Honestly I feel like my stress is making me physically ill and I do not know what to do.,Stress
Sometimes I feel empty and see no reason to continue and that worries me.,Suicidal
Recently I feel so worthless that I think dying would be better and that worries me.,Suicidal
Every day I have been giving away my things lately and it has been going on for a while.,Suicidal
Often I felt on top of the world yesterday but today I feel hopeless and it is hard.,Bi-Polar
To be honest I don't see the point in trying anymore more than I would like to admit.,Depression
Sometimes I can't switch off even when I get home every single day.,Stress
I feel like I cry for no reason sometimes and I do not know what to do.,Depression
Honestly I feel like the pressure is never going to let up and I wish I could change it.,Stress
Today Now I feel so empty and cannot think clearly at all and that worries me.,Bi-Polar
Sometimes I get really nervous in new situations and it has been going on for a while.,Anxiety
Honestly I slept well last night and feel energized and it is exhausting.,Normal
Every day I struggle to trust people because I have been hurt so much every single day.,Personality Disorder
Today I feel like my emotions are not in my control and it is hard.,Bi-Polar
Every day I get panic attacks out of nowhere and that worries me.,Anxiety
Often My heart is racing and I can't calm down more than I would like to admit.,Anxiety
I notice that I feel like no one understands how deeply I feel things more than I would like to admit.,Personality Disorder
I feel like My boss keeps piling more work on me and I can't cope,Stress
I think Now I feel so empty and cannot think clearly at all and it is exhausting.,Bi-Polar
I feel happy about the progress I have been making,Normal
I am so stressed that I feel sick to my stomach and that worries me.,Stress
Honestly I wish I could just go to sleep and not wake up and that worries me.,Suicidal
Lately But when I am low I can barely get out of bed more than I would like to admit.,Bi-Polar
It feels like irritable and snappy because of stress and it is hard.,Stress
Sometimes I feel uneasy and I don't know why and it is exhausting.,Anxiety
It feels like I struggle to trust people because I have been hurt so much and it is exhausting.,Personality Disorder
I notice that I feel like my heart is going to jump out of my chest every single day.,Anxiety
Lately I felt on top of the world yesterday but today I feel hopeless and I wish I could change it.,Bi-Polar
Sometimes I am so stressed that I feel sick to my stomach and it has been going on for a while.,Stress
To be honest I am so stressed that I feel sick to my stomach,Stress
Recently I feel like my core identity is unstable and shifting,Personality Disorder
I think I feel like I am invisible and nobody cares if I live or die and I do not know what to do.,Suicidal
Recently I struggle to trust people because I have been hurt so much and it has been going on for a while.,Personality Disorder
Lately I feel like my emotions are always at a ten out of ten every single day.,Personality Disorder
Every day Nothing feels enjoyable or exciting anymore and I wish I could change it.,Depression
I notice that Then when I am low I feel paralyzed and cannot do anything and that worries me.,Bi-Polar
To be honest I am overwhelmed by financial stress and do not know what to do every single day.,Stress
I notice that I slept well last night and feel energized more than I would like to admit.,Normal
I think I feel content and grateful for my life which is not normal for me.,Normal
Often I don't enjoy food or hobbies anymore,Depression
Most days I feel like I want to end everything tonight and that worries me.,Suicidal
